Airline,Flight_Type,Source,Destination,Stops,Journey_Date,Day_of_Week,Month,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Class,Booking_Days_Before,Baggage_Allowance_Kg,Meal_Included,Fuel_Price_Impact,Peak_Season,Flight_Price_INR
IndiGo,International,Bangalore,Dubai,0,2023-10-15,Tuesday,October,Early Morning,Night,3,Economy,276,15,No,1.0733645942907022,No,31144
Qatar Airways,Domestic,Mumbai,Hyderabad,2,2023-10-15,Tuesday,October,Morning,Late Night,1,First Class,220,30,No,0.9980628321819962,No,8381
IndiGo,Domestic,Mumbai,Chennai,1,2023-10-15,Tuesday,October,Early Morning,Late Night,1,First Class,330,30,No,0.9059752046393451,Yes,17996
GoAir,International,Delhi,Bangalore,2,2023-10-15,Tuesday,October,Evening,Morning,2,First Class,268,15,No,1.0567224509484179,Yes,19471
Qatar Airways,Domestic,Chennai,Delhi,0,2023-10-15,Tuesday,October,Late Night,Evening,2,First Class,138,25,No,0.9179085513128319,No,17627
Vistara,Domestic,Bangalore,Chennai,0,2023-10-15,Tuesday,October,Afternoon,Afternoon,0,Economy,215,15,No,0.8842600627733461,Yes,6836
Air India,International,Mumbai,Bangalore,2,2023-10-16,Wednesday,October,Night,Evening,2,First Class,269,25,No,1.0222489167821456,No,6601
SpiceJet,International,Bangalore,Chennai,0,2023-10-16,Wednesday,October,Evening,Early Morning,1,First Class,88,20,No,1.100963950878051,Yes,16347
Emirates,Domestic,Delhi,Dubai,1,2023-10-16,Wednesday,October,Evening,Morning,3,First Class,8,15,Yes,1.1327738797986981,Yes,36364
SpiceJet,International,Kolkata,Delhi,2,2023-10-16,Wednesday,October,Afternoon,Afternoon,3,Business,166,25,No,1.100204964632021,Yes,10503
Lufthansa,International,Delhi,Mumbai,1,2023-10-16,Wednesday,October,Night,Night,2,Economy,297,25,No,0.9370556956071888,No,8307
Qatar Airways,Domestic,Delhi,New York,2,2023-10-16,Wednesday,October,Early Morning,Night,16,First Class,94,15,Yes,1.126639554048677,Yes,336138
Lufthansa,International,London,Mumbai,0,2023-10-16,Wednesday,October,Night,Afternoon,10,Economy,155,20,Yes,1.1175759688415934,Yes,71500
IndiGo,International,Mumbai,Hyderabad,2,2023-10-16,Wednesday,October,Night,Evening,2,Business,35,30,No,1.1294550107053074,No,5894
Air India,International,Dubai,Mumbai,0,2023-10-16,Wednesday,October,Morning,Morning,3,Business,161,30,No,0.9345861740845061,No,33680
SpiceJet,International,Dubai,Bangalore,1,2023-10-16,Wednesday,October,Early Morning,Late Night,3,Business,212,25,Yes,1.1803109529975462,No,39862
Emirates,International,Kolkata,Delhi,2,2023-10-16,Wednesday,October,Evening,Early Morning,2,First Class,80,25,Yes,1.1897925193515646,No,11688
GoAir,International,Delhi,Bangalore,1,2023-10-16,Wednesday,October,Evening,Late Night,2,Economy,225,25,No,0.9416678212256754,Yes,7653
Emirates,International,Kolkata,Bangalore,2,2023-10-16,Wednesday,October,Late Night,Night,3,First Class,179,30,No,1.1222546449367883,No,25120
Vistara,Domestic,Mumbai,New York,0,2023-10-16,Wednesday,October,Morning,Late Night,15,Economy,330,15,Yes,1.047337099296293,No,153683
SpiceJet,Domestic,New York,Delhi,2,2023-10-17,Thursday,October,Evening,Late Night,15,Business,65,15,Yes,0.8661941079289828,Yes,237129
IndiGo,Domestic,Kolkata,Chennai,1,2023-10-17,Thursday,October,Afternoon,Late Night,2,Business,286,30,No,0.832627487034754,No,9139
Lufthansa,International,Kolkata,Hyderabad,1,2023-10-17,Thursday,October,Night,Evening,2,First Class,110,30,No,1.1693413192061153,Yes,19016
Vistara,International,Mumbai,Chennai,1,2023-10-17,Thursday,October,Morning,Morning,1,First Class,184,15,No,0.9597444526075113,Yes,17938
SpiceJet,Domestic,Chennai,Kolkata,0,2023-10-17,Thursday,October,Early Morning,Late Night,3,Business,83,25,No,0.816458944286321,No,9895
Vistara,Domestic,Delhi,Bangalore,2,2023-10-17,Thursday,October,Afternoon,Early Morning,2,First Class,239,25,No,1.1305889004219742,No,21194
Air India,Domestic,Bangalore,Mumbai,1,2023-10-17,Thursday,October,Evening,Afternoon,1,Business,90,25,No,1.1084470611394224,No,6231
SpiceJet,International,Delhi,New York,1,2023-10-17,Thursday,October,Late Night,Afternoon,16,Economy,123,15,Yes,0.808893924870561,No,69026
Air India,International,Bangalore,Hyderabad,2,2023-10-17,Thursday,October,Night,Night,2,Business,234,15,No,0.8727116765474284,No,8707
Emirates,International,Delhi,Mumbai,1,2023-10-17,Thursday,October,Morning,Late Night,2,Business,221,15,No,0.8112556816354097,No,10578
Air India,International,Chennai,Bangalore,0,2023-10-17,Thursday,October,Night,Late Night,1,Economy,58,25,No,0.9007152271836212,Yes,2872
GoAir,International,Hyderabad,Delhi,2,2023-10-17,Thursday,October,Late Night,Late Night,2,Business,327,30,No,0.9203853116506211,No,10635
Emirates,International,Hyderabad,Kolkata,1,2023-10-17,Thursday,October,Evening,Late Night,3,First Class,135,20,Yes,1.0246821048078945,Yes,11346
GoAir,International,Delhi,Chennai,2,2023-10-18,Friday,October,Early Morning,Evening,3,Economy,234,15,No,0.9150011907722477,Yes,8011
GoAir,Domestic,Bangalore,Dubai,2,2023-10-18,Friday,October,Evening,Late Night,4,Economy,131,25,Yes,0.9901088030921097,Yes,35975
IndiGo,Domestic,Mumbai,Delhi,2,2023-10-18,Friday,October,Early Morning,Late Night,2,First Class,330,15,No,0.821558495477449,No,7826
Lufthansa,International,Delhi,Mumbai,0,2023-10-18,Friday,October,Night,Late Night,2,First Class,41,25,No,0.9884663745055403,No,16827
Lufthansa,International,Delhi,Kolkata,0,2023-10-18,Friday,October,Afternoon,Early Morning,2,Business,102,15,No,1.016997045068229,No,6219
Qatar Airways,International,Delhi,Bangalore,2,2023-10-18,Friday,October,Early Morning,Evening,2,Business,295,20,Yes,0.9763116888095446,Yes,15165
Lufthansa,International,Chennai,Bangalore,1,2023-10-18,Friday,October,Morning,Late Night,0,Business,330,30,No,1.1102882197546795,Yes,6467
Qatar Airways,International,Dubai,Bangalore,0,2023-10-18,Friday,October,Evening,Night,4,Economy,239,20,No,1.0316967494557159,Yes,28602
Qatar Airways,International,Chennai,Delhi,1,2023-10-18,Friday,October,Evening,Evening,2,Business,302,25,No,1.0371540431720945,Yes,21059
Emirates,Domestic,Mumbai,London,2,2023-10-18,Friday,October,Morning,Night,8,Economy,207,15,Yes,1.1161332555715384,Yes,76914
Lufthansa,Domestic,Chennai,Delhi,2,2023-10-18,Friday,October,Night,Night,3,First Class,314,20,Yes,0.9893444016370936,Yes,21460
Lufthansa,Domestic,Delhi,New York,2,2023-10-18,Friday,October,Morning,Early Morning,15,Economy,310,20,Yes,1.0391549308431542,No,104024
Air India,Domestic,Bangalore,Kolkata,0,2023-10-19,Saturday,October,Late Night,Early Morning,2,First Class,174,20,No,1.1317005546064227,Yes,26625
Lufthansa,International,Bangalore,Hyderabad,2,2023-10-19,Saturday,October,Early Morning,Early Morning,2,Economy,69,25,No,1.143102288104963,Yes,6834
IndiGo,Domestic,Mumbai,New York,2,2023-10-19,Saturday,October,Early Morning,Evening,15,Business,223,25,Yes,1.0466827730115054,Yes,280017
GoAir,International,Bangalore,Mumbai,1,2023-10-19,Saturday,October,Early Morning,Early Morning,1,Economy,330,25,No,0.8933249964268789,No,4052
Emirates,Domestic,Delhi,Mumbai,0,2023-10-19,Saturday,October,Morning,Morning,2,Economy,252,15,Yes,1.0906083765408041,No,8556
Qatar Airways,Domestic,Mumbai,Chennai,2,2023-10-19,Saturday,October,Early Morning,Late Night,1,Economy,321,15,No,1.0769763447941936,Yes,5485
GoAir,Domestic,London,Delhi,1,2023-10-19,Saturday,October,Late Night,Evening,10,Business,172,25,Yes,1.0034579167044815,No,97945
Lufthansa,International,Chennai,Kolkata,0,2023-10-19,Saturday,October,Night,Early Morning,3,Business,194,20,No,1.165831630713829,No,8378
IndiGo,International,Hyderabad,Chennai,1,2023-10-19,Saturday,October,Late Night,Late Night,1,First Class,25,20,No,0.9715018628214309,Yes,7837
Qatar Airways,International,Dubai,Delhi,0,2023-10-19,Saturday,October,Early Morning,Evening,3,Economy,166,30,Yes,0.9915944188889583,Yes,34467
Qatar Airways,International,Hyderabad,Chennai,1,2023-10-19,Saturday,October,Morning,Night,2,Business,330,25,No,0.8437422197923127,Yes,7357
IndiGo,Domestic,Delhi,Dubai,0,2023-10-19,Saturday,October,Night,Night,4,Business,254,20,Yes,0.9926835988199945,Yes,34264
Air India,International,Delhi,Hyderabad,1,2023-10-19,Saturday,October,Early Morning,Morning,2,Business,190,15,No,1.166727546932376,No,15927
Qatar Airways,International,Mumbai,Hyderabad,0,2023-10-19,Saturday,October,Afternoon,Early Morning,2,Economy,36,30,No,0.9916920162473919,Yes,6718
SpiceJet,Domestic,Mumbai,London,1,2023-10-20,Sunday,October,Early Morning,Evening,8,Economy,50,30,Yes,1.0435185781810117,Yes,93155
IndiGo,International,Mumbai,London,2,2023-10-20,Sunday,October,Early Morning,Night,8,Economy,151,30,Yes,0.8604715523033715,Yes,75110
Emirates,Domestic,Mumbai,Chennai,1,2023-10-20,Sunday,October,Early Morning,Early Morning,2,First Class,76,25,No,1.0892700666292208,Yes,20277
Vistara,Domestic,Chennai,Bangalore,1,2023-10-20,Sunday,October,Night,Evening,1,Business,265,30,No,1.013029905772298,No,6020
SpiceJet,Domestic,Hyderabad,Delhi,2,2023-10-20,Sunday,October,Evening,Early Morning,2,First Class,229,25,No,1.0604066429050554,No,20009
GoAir,International,Dubai,Mumbai,2,2023-10-20,Sunday,October,Early Morning,Morning,3,Economy,196,15,Yes,1.0722562010944334,No,13243
Qatar Airways,Domestic,Delhi,New York,1,2023-10-20,Sunday,October,Night,Evening,15,Business,330,25,Yes,1.1695848050328979,Yes,197341
Air India,Domestic,Kolkata,Chennai,2,2023-10-20,Sunday,October,Late Night,Afternoon,3,Economy,167,20,No,0.8577332681778486,No,6073
Qatar Airways,International,Bangalore,Mumbai,1,2023-10-20,Sunday,October,Afternoon,Early Morning,2,Business,278,15,No,1.1328150000864605,No,12555
Emirates,Domestic,Delhi,Mumbai,1,2023-10-20,Sunday,October,Afternoon,Night,2,Economy,317,20,No,1.0486222695245453,Yes,9367
Air India,International,Hyderabad,Kolkata,0,2023-10-20,Sunday,October,Night,Afternoon,2,Economy,189,30,No,1.0212023703907394,Yes,10060
SpiceJet,International,Chennai,Mumbai,2,2023-10-20,Sunday,October,Afternoon,Night,2,First Class,71,30,No,1.0672008865491278,No,15239
Vistara,International,Dubai,Bangalore,2,2023-10-20,Sunday,October,Afternoon,Early Morning,3,Economy,129,20,Yes,1.0357506736847424,No,19258
Air India,Domestic,Mumbai,Dubai,2,2023-10-20,Sunday,October,Evening,Evening,3,Business,253,20,Yes,1.1857379291068941,No,28929
SpiceJet,International,Chennai,Delhi,1,2023-10-20,Sunday,October,Late Night,Evening,2,Economy,330,25,No,0.9050148482285569,Yes,8549
Air India,International,Delhi,New York,2,2023-10-20,Sunday,October,Early Morning,Late Night,16,First Class,201,25,Yes,1.0947995808606104,Yes,401908
Vistara,International,Delhi,Mumbai,0,2023-10-20,Sunday,October,Evening,Night,3,Economy,101,25,Yes,0.8647684594619994,Yes,6485
Lufthansa,International,Kolkata,Mumbai,1,2023-10-20,Sunday,October,Afternoon,Night,2,First Class,330,30,No,0.8844649545990981,No,12575
SpiceJet,International,Dubai,Mumbai,2,2023-10-21,Monday,October,Early Morning,Night,3,Business,185,25,No,1.058678780415124,Yes,29124
SpiceJet,Domestic,Bangalore,Delhi,0,2023-10-21,Monday,October,Evening,Early Morning,2,Economy,287,15,No,0.8901477619074896,Yes,11150
GoAir,Domestic,Kolkata,Chennai,0,2023-10-21,Monday,October,Late Night,Night,2,Economy,8,20,No,1.1747045717056368,Yes,11241
IndiGo,International,Mumbai,New York,2,2023-10-21,Monday,October,Late Night,Night,15,Economy,72,30,Yes,0.9723538032588898,No,73145
Qatar Airways,International,Mumbai,London,1,2023-10-21,Monday,October,Morning,Morning,8,Economy,136,20,Yes,1.1871763942007187,Yes,92408
Lufthansa,Domestic,Bangalore,Dubai,0,2023-10-21,Monday,October,Morning,Late Night,3,Business,239,25,Yes,0.8936625144403807,No,19210
Lufthansa,International,Mumbai,New York,0,2023-10-21,Monday,October,Early Morning,Night,15,Business,150,15,Yes,1.1985815752080964,No,251867
GoAir,International,Chennai,Hyderabad,0,2023-10-21,Monday,October,Early Morning,Night,2,Economy,111,15,Yes,1.0918357958788496,No,7372
Lufthansa,International,Delhi,Mumbai,2,2023-10-21,Monday,October,Afternoon,Late Night,2,Business,265,25,Yes,0.8620953918502999,Yes,13682
Vistara,Domestic,Kolkata,Chennai,1,2023-10-21,Monday,October,Afternoon,Night,3,Business,239,30,Yes,1.1278296769385638,Yes,18482
Qatar Airways,Domestic,London,Mumbai,1,2023-10-21,Monday,October,Evening,Morning,8,Business,43,30,Yes,1.0098368461559482,No,89519
Lufthansa,Domestic,Chennai,Delhi,2,2023-10-21,Monday,October,Early Morning,Night,3,First Class,121,20,Yes,0.9142464301915596,No,17067
SpiceJet,International,Bangalore,Kolkata,2,2023-10-21,Monday,October,Morning,Late Night,2,Business,314,20,No,0.9357281413135711,Yes,12967
Emirates,Domestic,Hyderabad,Mumbai,1,2023-10-21,Monday,October,Late Night,Morning,1,Business,134,20,No,1.199124051673404,Yes,11434
Lufthansa,Domestic,Dubai,Delhi,2,2023-10-22,Tuesday,October,Morning,Night,4,Economy,184,25,Yes,1.0781517190263552,No,15419
GoAir,International,Bangalore,Hyderabad,2,2023-10-22,Tuesday,October,Early Morning,Morning,1,First Class,330,30,Yes,0.8432945500883278,No,7942
Emirates,Domestic,Delhi,New York,1,2023-10-22,Tuesday,October,Night,Late Night,15,First Class,330,30,Yes,0.9866054103692877,Yes,283987
SpiceJet,Domestic,Mumbai,Hyderabad,1,2023-10-22,Tuesday,October,Early Morning,Afternoon,2,First Class,72,30,No,0.9724457053201541,No,5863
Vistara,International,Kolkata,Hyderabad,1,2023-10-22,Tuesday,October,Morning,Evening,2,Economy,78,15,No,1.1989676037582906,No,6835
Qatar Airways,Domestic,Hyderabad,Delhi,0,2023-10-22,Tuesday,October,Late Night,Morning,3,Business,231,30,No,1.0868378161692895,No,11682
Qatar Airways,Domestic,Dubai,Delhi,2,2023-10-22,Tuesday,October,Morning,Night,4,Economy,189,15,No,0.8363785227316577,No,18160
Air India,Domestic,Chennai,Hyderabad,1,2023-10-22,Tuesday,October,Early Morning,Evening,2,Economy,280,15,No,1.13413251073611,No,8580
Emirates,International,Mumbai,Hyderabad,1,2023-10-22,Tuesday,October,Early Morning,Early Morning,2,Business,308,30,No,0.8984878278958808,No,7111
Qatar Airways,Domestic,Chennai,Delhi,1,2023-10-22,Tuesday,October,Early Morning,Late Night,3,Business,168,25,No,1.0800459934188122,No,10716
Qatar Airways,Domestic,New York,Mumbai,2,2023-10-22,Tuesday,October,Night,Morning,15,Economy,330,25,Yes,0.9023964932156865,No,133501
Lufthansa,Domestic,London,Mumbai,1,2023-10-22,Tuesday,October,Night,Night,10,Business,38,30,Yes,1.142847870204361,Yes,161594
Qatar Airways,Domestic,Mumbai,Dubai,1,2023-10-22,Tuesday,October,Early Morning,Night,4,Business,255,25,Yes,1.1782135963300733,Yes,32220
Lufthansa,Domestic,Hyderabad,Mumbai,2,2023-10-22,Tuesday,October,Early Morning,Evening,1,First Class,201,15,No,0.8642091473324318,Yes,9536
Qatar Airways,Domestic,New York,Mumbai,1,2023-10-22,Tuesday,October,Evening,Late Night,15,First Class,236,30,Yes,0.96680219483832,Yes,310480
SpiceJet,International,Delhi,Kolkata,0,2023-10-22,Tuesday,October,Late Night,Morning,2,First Class,285,20,No,1.052939799013017,Yes,13786
Emirates,Domestic,Bangalore,Kolkata,0,2023-10-22,Tuesday,October,Late Night,Morning,2,First Class,91,25,No,1.0456855117322714,Yes,16369
Air India,International,Mumbai,Kolkata,2,2023-10-22,Tuesday,October,Night,Morning,3,Economy,200,15,Yes,1.1793659681228754,Yes,12467
GoAir,International,Hyderabad,Mumbai,1,2023-10-23,Wednesday,October,Morning,Early Morning,2,Business,81,20,No,0.9509930197862866,No,10336
Qatar Airways,Domestic,Mumbai,Hyderabad,0,2023-10-23,Wednesday,October,Night,Night,1,First Class,237,20,No,1.1580661511841057,No,13475
IndiGo,International,Dubai,Mumbai,1,2023-10-23,Wednesday,October,Afternoon,Early Morning,4,First Class,78,25,No,0.8690950890100181,Yes,45529
Air India,International,Bangalore,Mumbai,2,2023-10-23,Wednesday,October,Evening,Late Night,1,Business,195,15,No,0.8052893701089155,Yes,6372
Qatar Airways,International,Kolkata,Delhi,0,2023-10-23,Wednesday,October,Night,Evening,2,First Class,233,30,No,1.1791215755883797,Yes,17348
Qatar Airways,International,Chennai,Mumbai,1,2023-10-23,Wednesday,October,Afternoon,Evening,1,First Class,244,15,No,1.1418601177691383,No,14670
IndiGo,International,Dubai,Delhi,2,2023-10-23,Wednesday,October,Night,Early Morning,4,Business,294,25,No,0.9409262635420458,No,39151
Lufthansa,International,Bangalore,Kolkata,1,2023-10-23,Wednesday,October,Night,Early Morning,3,Business,79,20,No,0.9627699114572745,No,13998
Emirates,International,Bangalore,Dubai,1,2023-10-23,Wednesday,October,Night,Afternoon,4,Economy,161,25,Yes,1.1715477357888766,Yes,28603
Lufthansa,Domestic,Delhi,Dubai,0,2023-10-23,Wednesday,October,Late Night,Late Night,4,First Class,320,20,No,0.9411354303778596,Yes,36212
Vistara,International,Mumbai,Dubai,0,2023-10-23,Wednesday,October,Evening,Early Morning,4,Economy,232,25,No,1.015371083967057,No,28876
Lufthansa,Domestic,Chennai,Bangalore,0,2023-10-23,Wednesday,October,Late Night,Late Night,0,Economy,76,25,No,0.9914211963966044,Yes,4825
Emirates,Domestic,Kolkata,Chennai,2,2023-10-23,Wednesday,October,Afternoon,Morning,3,First Class,126,20,No,1.1691754244822739,Yes,29246
Lufthansa,International,Dubai,Mumbai,1,2023-10-23,Wednesday,October,Afternoon,Evening,3,First Class,311,20,Yes,1.0759306460112075,No,61760
Lufthansa,Domestic,Dubai,Bangalore,2,2023-10-23,Wednesday,October,Evening,Late Night,4,First Class,7,25,Yes,1.0964388206844875,No,32822
Air India,Domestic,Chennai,Delhi,2,2023-10-23,Wednesday,October,Night,Evening,3,Business,233,30,No,1.0353405313433366,No,12371
Qatar Airways,Domestic,Dubai,Bangalore,2,2023-10-23,Wednesday,October,Night,Evening,4,Economy,131,25,No,0.9239030539956243,Yes,32152
Air India,International,Chennai,Delhi,0,2023-10-24,Thursday,October,Afternoon,Evening,2,Economy,5,30,No,0.9763752528208505,No,7430
Lufthansa,International,Mumbai,Chennai,1,2023-10-24,Thursday,October,Night,Early Morning,2,Economy,97,30,No,0.8023705662170161,Yes,4255
Lufthansa,International,Bangalore,Chennai,1,2023-10-24,Thursday,October,Early Morning,Evening,0,First Class,70,30,No,0.9520627087342124,Yes,6549
IndiGo,Domestic,Delhi,Chennai,1,2023-10-24,Thursday,October,Morning,Morning,3,Business,330,15,No,0.9518516070467161,No,15030
Qatar Airways,Domestic,Delhi,Dubai,0,2023-10-24,Thursday,October,Late Night,Morning,4,Business,245,20,No,0.9978778089380503,Yes,36661
Qatar Airways,Domestic,Mumbai,Hyderabad,0,2023-10-24,Thursday,October,Night,Late Night,1,Economy,142,25,No,0.8345229340878297,No,2610
Qatar Airways,International,Hyderabad,Mumbai,1,2023-10-24,Thursday,October,Morning,Afternoon,2,Economy,243,30,No,0.8227560471020057,No,5370
IndiGo,International,Mumbai,Kolkata,2,2023-10-24,Thursday,October,Morning,Night,2,First Class,116,20,No,1.0284478891038782,Yes,22212
Lufthansa,Domestic,Kolkata,Bangalore,1,2023-10-24,Thursday,October,Late Night,Early Morning,3,First Class,179,25,No,1.0735433070519411,Yes,24456
IndiGo,Domestic,Mumbai,Chennai,0,2023-10-24,Thursday,October,Early Morning,Late Night,2,Business,177,25,No,0.8277800928897547,No,5515
GoAir,International,Hyderabad,Mumbai,2,2023-10-24,Thursday,October,Afternoon,Night,1,Economy,318,25,No,1.1391400851236577,No,5794
Qatar Airways,Domestic,Mumbai,London,1,2023-10-24,Thursday,October,Morning,Afternoon,10,Economy,28,30,Yes,0.8946134018809869,Yes,82570
Qatar Airways,International,Bangalore,Mumbai,1,2023-10-25,Friday,October,Afternoon,Evening,1,First Class,150,30,No,1.128587330038703,No,8356
IndiGo,International,Kolkata,Bangalore,0,2023-10-25,Friday,October,Evening,Morning,2,Business,117,15,No,1.062710104129265,Yes,16188
Vistara,International,Dubai,Mumbai,0,2023-10-25,Friday,October,Evening,Afternoon,3,Economy,284,30,No,0.976472244932806,Yes,22384
SpiceJet,International,Delhi,Bangalore,0,2023-10-25,Friday,October,Early Morning,Morning,3,Economy,275,15,Yes,0.9235724567647398,No,5811
Air India,International,Kolkata,Hyderabad,2,2023-10-25,Friday,October,Late Night,Late Night,2,First Class,48,25,No,1.1322612360678457,Yes,17813
